,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day,hour
19045,6,9,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19051,5,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19055,6,8,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19057,7,8,7,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19058,5,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19059,8,8,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19060,6,7,5,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19062,6,8,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19063,7,7,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19066,7,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19070,5,7,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19074,6,7,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19076,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19077,7,8,6,6,5,4,OLD TOWN HOSPITAL,2020-04-09,1,1
19079,7,8,5,7,3,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19080,5,8,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19081,7,8,6,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19089,6,7,5,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19092,5,8,7,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19094,6,7,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19100,7,9,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19102,6,7,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19103,5,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19105,6,9,5,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19106,6,8,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19111,6,9,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19114,6,8,6,7,7,8,OLD TOWN HOSPITAL,2020-04-09,1,1
19115,6,8,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19116,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19118,5,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19125,6,7,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19126,6,7,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19127,5,9,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19128,6,7,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19129,6,8,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19131,7,8,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19132,7,7,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19133,7,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19137,5,7,6,5,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19139,5,9,6,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19140,6,7,5,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19141,7,9,8,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19145,7,9,5,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19146,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19148,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19151,7,8,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19153,6,8,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19157,5,7,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19163,7,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19166,6,8,6,5,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19167,5,8,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19168,6,7,5,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19169,5,7,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19170,5,7,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19178,6,7,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19179,6,8,8,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19182,6,7,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19183,6,8,6,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19186,5,10,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19189,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19196,7,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19197,6,6,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19199,7,9,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19201,5,7,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19203,5,8,7,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19204,7,9,6,8,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19207,6,9,6,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19208,7,8,7,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19209,6,8,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19210,5,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19213,6,8,7,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19215,7,9,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19216,5,7,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19218,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19220,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19222,5,10,7,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19224,5,9,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19227,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19231,7,8,5,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19236,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19238,7,7,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19241,6,7,3,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19246,5,9,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19247,6,6,6,6,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19248,5,7,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19250,6,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19254,7,7,7,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19259,6,9,6,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19262,6,9,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19263,6,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19264,5,8,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19268,5,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19277,5,8,4,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19279,6,8,6,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19281,6,8,7,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19286,4,9,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19292,5,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19294,6,8,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19296,5,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19299,5,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19301,6,10,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19302,5,7,5,9,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19304,4,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19305,6,8,6,5,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19306,6,7,7,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19307,7,9,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19309,6,7,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19311,6,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19316,7,7,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19317,5,7,7,8,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19320,7,9,6,8,3,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19322,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19323,6,8,6,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19325,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19326,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19328,5,9,6,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19330,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19332,6,9,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19333,4,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19335,4,10,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19337,6,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19340,6,8,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19343,7,8,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19345,7,9,5,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19348,5,7,6,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19352,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19354,6,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19355,7,9,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19357,6,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19359,6,8,6,5,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19362,6,9,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19367,5,8,7,9,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19368,6,8,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19370,7,8,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19371,5,8,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19373,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19375,5,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19376,6,7,5,8,3,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19377,6,6,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19383,6,9,7,8,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19384,6,8,5,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19385,4,9,7,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19386,7,8,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19388,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19390,6,8,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19392,6,8,6,8,4,8,OLD TOWN HOSPITAL,2020-04-09,1,1
19394,7,7,7,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19395,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19396,5,8,6,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19398,6,9,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19402,6,9,6,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19409,7,7,6,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19414,7,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19416,8,8,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19417,5,9,5,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19418,6,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19419,5,8,6,8,7,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19423,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19426,8,7,5,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19428,7,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19429,7,7,7,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19430,6,8,5,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19432,6,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19433,6,8,5,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19436,5,7,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19439,6,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19440,5,9,5,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19441,6,8,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19443,6,8,6,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19444,6,8,6,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19445,7,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19447,6,8,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19450,6,7,6,6,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19451,7,8,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19452,5,8,5,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19453,7,8,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19456,6,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19463,5,8,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19464,6,9,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19465,6,9,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19467,7,6,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19468,6,7,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19471,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19472,5,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19473,6,8,6,8,3,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19477,5,8,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19478,5,8,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19479,6,8,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19484,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19485,6,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19487,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19489,7,9,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19490,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19493,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19494,5,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19496,7,9,5,6,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19497,6,8,6,8,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19498,6,8,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19499,6,9,4,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19500,6,7,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19517,6,9,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19519,6,7,7,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19521,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19528,7,7,7,8,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19531,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19534,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19536,6,8,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19538,7,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19540,7,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19541,6,7,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19542,7,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19544,6,8,5,9,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19546,6,8,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19547,6,9,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19549,5,7,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19550,5,7,6,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19551,6,7,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19552,6,8,6,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19556,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19559,5,8,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19560,6,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19561,5,7,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19562,7,7,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19566,7,9,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19567,6,7,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19568,5,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19571,5,8,7,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19573,5,7,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19575,5,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19576,6,8,7,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19578,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19579,6,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19580,5,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19584,5,8,5,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19585,6,9,5,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19586,6,7,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19587,6,8,7,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19592,7,8,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19593,5,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19594,6,9,6,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19596,6,8,6,9,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19597,6,8,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19602,6,8,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19604,5,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19607,6,9,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19611,6,9,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19612,6,10,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19617,6,7,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19619,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19620,6,8,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19622,6,7,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19629,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19630,6,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19633,6,9,7,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19635,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19637,6,9,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19638,7,8,6,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19639,7,7,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19645,6,8,6,7,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19646,7,7,6,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19647,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19649,5,7,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19653,5,8,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19655,5,7,7,6,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19656,6,8,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19662,7,7,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19663,7,9,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19666,5,7,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19667,5,6,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19673,5,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19675,6,8,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19677,6,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19678,6,8,6,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19679,6,8,4,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19681,7,7,7,7,7,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19683,6,8,7,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19688,7,7,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19689,7,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19691,6,8,5,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19694,6,7,6,6,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19695,6,9,5,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19696,6,9,6,6,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19699,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19708,6,8,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19709,6,7,5,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19712,6,8,7,6,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19714,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19715,5,8,7,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19717,7,8,6,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19719,6,9,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19724,6,9,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19726,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19727,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19728,6,8,6,7,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19730,4,8,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19732,7,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19733,7,8,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19737,7,7,7,9,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19740,7,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19741,5,9,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19746,6,7,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19748,7,9,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19750,5,9,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19751,5,7,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19753,5,8,5,7,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19755,7,9,7,6,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19758,6,9,7,8,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19759,6,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19760,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19762,5,8,6,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19765,7,8,7,7,7,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19766,7,7,6,5,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19769,6,7,6,7,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19770,7,7,5,7,3,8,OLD TOWN HOSPITAL,2020-04-09,1,1
19775,6,8,6,8,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19776,6,8,7,8,5,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19779,6,8,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19782,6,10,6,7,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19784,7,8,5,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19789,6,8,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19792,5,8,6,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19799,6,9,6,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19800,6,9,7,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19801,6,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19804,5,8,6,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19805,6,9,7,7,4,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19813,7,8,6,7,4,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19816,7,8,6,6,6,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19821,6,8,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19835,5,8,5,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19836,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19838,5,8,6,8,6,7,OLD TOWN HOSPITAL,2020-04-09,1,1
19844,6,8,7,8,4,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19847,5,8,6,7,5,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19852,6,9,5,6,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19858,6,7,7,8,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19859,6,7,6,6,6,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19863,6,7,6,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
19864,6,7,4,6,3,5,OLD TOWN HOSPITAL,2020-04-09,1,1
19865,5,7,7,7,5,6,OLD TOWN HOSPITAL,2020-04-09,1,1
